,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,KI,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
342,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,158.5,0.87,160.5,0.87,10.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,9.0,GD,15.0,0,,21077.0,,0.0,0.0,
343,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,160.5,0.87,160.5,0.87,160.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,9.0,GD,15.0,0,,21077.0,,0.0,0.0,
344,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,160.5,0.87,160.5,0.87,160.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,9.0,GD,15.0,0,,21095.0,,0.0,0.0,"0.09,0.72"
345,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,160.5,0.87,160.5,0.87,160.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,54.0,0,,11077.0,,0.0,0.0,
346,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,158.5,0.91,158.5,0.83,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,54.0,0,,11077.0,,0.0,0.0,
347,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,158.5,0.91,158.5,0.83,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,53.0,0,,11077.0,,0.0,0.0,
348,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,158.5,0.91,158.5,0.83,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,53.0,0,,11095.0,,0.0,0.0,"0.84,0.26"
349,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,158.5,0.91,158.5,0.83,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,34.0,0,,21077.0,,0.0,0.0,
350,44.0,5.0,第2节,第2节,10.5,0.83,-10.5,0.91,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,34.0,0,,21077.0,,0.0,0.0,
351,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,157.5,0.87,156.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,34.0,0,,21077.0,,0.0,0.0,
352,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,34.0,0,,21077.0,,0.0,0.0,
353,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,21.0,0,,21077.0,,0.0,0.0,
354,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,21.0,0,,21095.0,,0.0,0.0,"0.04,0.71"
355,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,20.0,0,,11077.0,,0.0,0.0,
356,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,20.0,0,,11077.0,,0.0,0.0,
357,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,28.0,0.0,#679FEA,1,8.0,GD,16.0,0,,11077.0,,0.0,0.0,
358,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,16.0,18.0,0.0,#679FEA,1,8.0,GD,16.0,0,,21074.0,,0.0,0.0,"0.12,0.61"
359,44.0,5.0,第2节,第2节,10.5,0.87,-10.5,0.87,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,8.0,GD,16.0,0,,11077.0,,0.0,0.0,
360,44.0,5.0,第2节,第2节,10.5,0.83,-9.5,0.91,156.5,0.87,156.5,0.87,-9.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,8.0,GD,16.0,0,,11077.0,,0.0,0.0,
361,44.0,5.0,第2节,第2节,9.5,0.83,-9.5,0.91,156.5,0.87,158.5,0.87,9.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,8.0,GD,16.0,0,,11077.0,,0.0,0.0,
362,44.0,5.0,第2节,第2节,9.5,0.83,-9.5,0.91,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,8.0,GD,16.0,0,,11077.0,,0.0,0.0,
363,44.0,5.0,第2节,第2节,9.5,0.83,-9.5,0.91,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,8.0,GD,16.0,0,,11095.0,,0.0,0.0,"0.81,0.47"
364,44.0,5.0,第2节,第2节,9.5,0.83,-9.5,0.91,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
365,44.0,5.0,第2节,第2节,9.5,0.91,-8.5,0.83,158.5,0.87,158.5,0.87,-8.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
366,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.83,158.5,0.87,156.5,0.87,8.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
367,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.83,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
368,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.8,156.5,0.87,156.5,0.87,156.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
369,44.0,5.0,第2节,第2节,8.5,0.95,-7.5,0.8,156.5,0.87,156.5,0.87,-7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
370,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,156.5,0.87,157.5,0.87,7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
371,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
372,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,4.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,28.0,0.0,#679FEA,1,7.0,GD,36.0,0,,21077.0,,0.0,0.0,
373,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,18.0,20.0,0.0,#679FEA,1,7.0,GD,36.0,0,,21074.0,,0.0,0.0,"0.17,0.56"
374,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,7.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,20.0,28.0,0.0,#679FEA,1,7.0,GD,36.0,0,,11077.0,,0.0,0.0,
375,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,30.0,28.0,0.0,#679FEA,1,7.0,GD,36.0,0,,11074.0,,0.0,0.0,"0.82,0.43"
376,44.0,5.0,第2节,第2节,7.5,0.95,-7.5,0.8,157.5,0.87,157.5,0.87,157.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,20.0,30.0,0.0,#679FEA,1,7.0,GD,14.0,0,,21077.0,,0.0,0.0,
377,44.0,5.0,第2节,第2节,7.5,0.91,-8.5,0.83,157.5,0.87,157.5,0.87,-8.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,20.0,30.0,0.0,#679FEA,1,7.0,GD,14.0,0,,21077.0,,0.0,0.0,
378,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.83,157.5,0.87,158.5,0.87,8.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,20.0,30.0,0.0,#679FEA,1,7.0,GD,14.0,0,,21077.0,,0.0,0.0,
379,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.83,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,5.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,20.0,30.0,0.0,#679FEA,1,7.0,GD,14.0,0,,21077.0,,0.0,0.0,
380,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.83,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,20.0,22.0,0.0,#679FEA,1,7.0,GD,14.0,0,,21074.0,,0.0,0.0,"0.07,0.71"
381,44.0,5.0,第2节,第2节,8.5,0.91,-8.5,0.83,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,7.0,GD,14.0,0,,11077.0,,0.0,0.0,
382,44.0,5.0,第2节,第2节,8.5,0.8,-8.5,0.95,159.5,0.87,159.5,0.87,159.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,7.0,GD,14.0,0,,11077.0,,0.0,0.0,
383,44.0,5.0,第2节,第2节,8.5,0.8,-8.5,0.95,159.5,0.87,159.5,0.87,159.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,7.0,GD,2.0,0,,11077.0,,0.0,0.0,
384,44.0,5.0,第2节,第2节,8.5,0.87,-7.5,0.87,159.5,0.87,159.5,0.87,-7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,7.0,GD,2.0,0,,11077.0,,0.0,0.0,
385,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,159.5,0.87,159.5,0.87,7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,7.0,GD,2.0,0,,11095.0,,0.0,0.0,"0.80,0.42"
386,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,159.5,0.87,159.5,0.87,7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,6.0,GD,48.0,0,,21077.0,,0.0,0.0,
387,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,30.0,0.0,#679FEA,1,6.0,GD,48.0,0,,21077.0,,0.0,0.0,
388,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,22.0,25.0,0.0,#679FEA,1,6.0,GD,48.0,0,,21075.0,,0.0,0.0,"0.31,0.59"
389,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,48.0,0,,11077.0,,0.0,0.0,
390,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,158.5,0.87,158.5,0.87,158.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,37.0,0,,11077.0,,0.0,0.0,
391,44.0,5.0,第2节,第2节,7.5,0.87,-6.5,0.87,158.5,0.87,158.5,0.87,-6.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,37.0,0,,11077.0,,0.0,0.0,
392,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.87,158.5,0.87,161.5,0.87,6.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,37.0,0,,11077.0,,0.0,0.0,
393,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.87,161.5,0.87,161.5,0.87,161.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,37.0,0,,11077.0,,0.0,0.0,
394,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.87,161.5,0.87,161.5,0.87,161.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,29.0,0,,11081.0,,0.0,0.0,
395,44.0,5.0,第2节,第2节,6.5,0.91,-6.5,0.83,162.5,0.87,162.5,0.87,162.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,8.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,#679FEA,1,6.0,GD,29.0,0,,11081.0,,0.0,0.0,
396,44.0,5.0,第2节,第2节,6.5,0.91,-6.5,0.83,162.5,0.87,162.5,0.87,162.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,32.0,30.0,0.0,#679FEA,1,6.0,GD,29.0,0,,11074.0,,0.0,0.0,"0.80,0.54"
397,44.0,5.0,第2节,第2节,6.5,0.91,-6.5,0.83,162.5,0.87,162.5,0.87,162.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,32.0,30.0,0.0,#679FEA,1,6.0,GD,19.0,0,,21077.0,,0.0,0.0,
398,44.0,5.0,第2节,第2节,6.5,0.91,-6.5,0.83,162.5,0.87,162.5,0.87,162.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,6.0,GD,19.0,0,,21077.0,,0.0,0.0,
399,44.0,5.0,第2节,第2节,6.5,0.91,-6.5,0.83,162.5,0.87,162.5,0.87,162.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,5.0,GD,55.0,0,,21077.0,,0.0,0.0,
400,44.0,5.0,第2节,第2节,6.5,0.91,-6.5,0.83,162.5,0.87,162.5,0.87,162.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,5.0,GD,55.0,0,,21094.0,,0.0,0.0,"0.22,0.91"
401,44.0,5.0,第2节,第2节,6.5,0.87,-7.5,0.87,162.5,0.87,162.5,0.87,-7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,5.0,GD,55.0,0,,11077.0,,0.0,0.0,
402,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,162.5,0.87,160.5,0.87,7.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,5.0,GD,55.0,0,,11077.0,,0.0,0.0,
403,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,160.5,0.87,160.5,0.87,160.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,5.0,GD,55.0,0,,11077.0,,0.0,0.0,
404,44.0,5.0,第2节,第2节,7.5,0.87,-7.5,0.87,160.5,0.87,160.5,0.87,160.5,"#679FEA,#679FEA,#679FEA,#679FEA,#C40010,#0046A8,#3D4A4E",1.0,2.0,9303540.0,,0.0,5.0,4.0,9.0,6.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,25.0,32.0,0.0,#679FEA,1,5.0,GD,48.0,0,,11077.0,,0.0,0.0,
